,ZipCode,Issue Reported,Longitude,Status Date
7899,78701,Traffic Hazard,-97.763598,03/11/2019 04:20:05 PM +0000
7900,78739,Traffic Hazard,-97.8928,03/11/2019 04:40:04 PM +0000
7901,78749,Traffic Hazard,-97.88931,03/11/2019 08:10:03 PM +0000
7910,78742,TRFC HAZD/ DEBRIS,-97.554585,03/11/2019 01:45:04 PM +0000
7911,78712,Crash Service,-97.745151,03/11/2019 02:05:05 PM +0000
7912,78742,TRFC HAZD/ DEBRIS,-97.59254399999999,03/11/2019 02:15:05 PM +0000
7913,78741,Traffic Hazard,-97.70793499999999,03/11/2019 02:25:05 PM +0000
7914,78728,Crash Urgent,-97.706326,03/11/2019 04:35:05 PM +0000
7915,78712,Crash Urgent,-97.731522,03/11/2019 05:45:04 PM +0000
7916,78712,Traffic Hazard,-97.772979,03/11/2019 06:25:05 PM +0000
7917,78751,Crash Urgent,-97.67917,03/11/2019 08:40:05 PM +0000
7918,78701,Crash Service,-97.773388,03/11/2019 09:35:04 PM +0000
7931,78729,Traffic Hazard,-97.725243,03/11/2019 02:25:05 PM +0000
7932,78748,COLLISION,-97.830591,03/11/2019 04:45:04 PM +0000
7933,78754,LOOSE LIVESTOCK,-97.515105,03/11/2019 05:00:07 PM +0000
7934,78728,Traffic Hazard,-97.704207,03/11/2019 06:30:06 PM +0000
7935,78742,LOOSE LIVESTOCK,-97.54463100000001,03/11/2019 06:55:04 PM +0000
7936,78741,Crash Urgent,-97.716153,03/11/2019 07:00:07 PM +0000
7937,78741,Traffic Hazard,-97.776211,03/11/2019 07:30:05 PM +0000
7938,78742,Crash Service,-97.637035,03/11/2019 07:35:05 PM +0000
7939,78728,COLLISION WITH INJURY,-97.630849,03/11/2019 07:55:05 PM +0000
7940,78726,COLLISION,-97.842791,03/11/2019 08:05:04 PM +0000
7941,78745,COLLISN/ LVNG SCN,-97.820312,03/11/2019 08:15:05 PM +0000
7942,78741,Traffic Hazard,-97.76688100000001,03/11/2019 08:25:05 PM +0000
7943,78701,TRFC HAZD/ DEBRIS,-97.809162,03/11/2019 08:30:05 PM +0000
7944,78712,Crash Service,-97.751398,03/11/2019 09:00:06 PM +0000
7945,78745,Crash Service,-97.769817,03/11/2019 10:30:04 PM +0000
7965,78757,Crash Service,-97.716541,03/11/2019 02:20:10 PM +0000
7966,78728,Traffic Hazard,-97.70488399999999,03/11/2019 02:25:05 PM +0000
7967,78701,Crash Urgent,-97.698572,03/11/2019 03:20:05 PM +0000
7968,78712,Crash Service,-97.731448,03/11/2019 05:25:04 PM +0000
7969,78751,zSTALLED VEHICLE,-97.700601,03/11/2019 05:25:04 PM +0000
7970,78745,Traffic Hazard,-97.824026,03/11/2019 08:05:04 PM +0000
7971,78701,Traffic Hazard,-97.763598,03/11/2019 08:20:05 PM +0000
7972,78729,Traffic Hazard,-97.804253,03/11/2019 08:40:05 PM +0000
7973,78712,Crash Service,-97.74263,03/11/2019 09:10:10 PM +0000
7974,78752,Crash Urgent,-97.64859200000001,03/11/2019 09:15:05 PM +0000
7979,78742,TRFC HAZD/ DEBRIS,-97.628712,03/11/2019 02:40:05 PM +0000
7980,78712,Crash Service,-97.773129,03/11/2019 03:30:05 PM +0000
7981,78734,COLLISION WITH INJURY,-98.02079599999999,03/11/2019 04:15:05 PM +0000
7982,78712,Traffic Hazard,-97.771307,03/11/2019 05:20:04 PM +0000
7983,78728,Crash Urgent,-97.706006,03/11/2019 07:35:05 PM +0000
7984,78751,Crash Service,-97.686621,03/11/2019 08:30:05 PM +0000
7985,78757,Crash Service,-97.718536,03/11/2019 08:30:05 PM +0000
7986,78728,TRFC HAZD/ DEBRIS,-97.666439,03/11/2019 08:45:05 PM +0000
7987,78712,Crash Service,-97.773137,03/11/2019 08:50:04 PM +0000
7988,78728,COLLISION,-97.688006,03/11/2019 09:10:10 PM +0000
7989,78729,Crash Urgent,-97.793897,03/11/2019 10:10:04 PM +0000
8011,78751,Crash Service,-97.70688100000001,03/11/2019 04:10:05 PM +0000
8012,78712,Crash Urgent,-97.735747,03/11/2019 05:30:05 PM +0000
8013,78748,Crash Urgent,-97.793272,03/11/2019 08:25:05 PM +0000
8014,78745,Crash Urgent,-97.815256,03/11/2019 09:05:05 PM +0000
8015,78741,Traffic Hazard,-97.744415,03/11/2019 09:40:05 PM +0000
8016,78748,Crash Urgent,-97.80134100000001,03/11/2019 10:10:04 PM +0000
8027,78754,TRFC HAZD/ DEBRIS,-97.580889,03/11/2019 03:25:05 PM +0000
8028,78723,TRFC HAZD/ DEBRIS,-97.608048,03/11/2019 05:35:05 PM +0000
8029,78712,Crash Urgent,-97.741895,03/11/2019 06:00:07 PM +0000
8030,78756,zSTALLED VEHICLE,-97.744736,03/11/2019 06:10:05 PM +0000
8031,78733,COLLISION/PRIVATE PROPERTY,-97.86411700000001,03/11/2019 08:10:03 PM +0000
8032,78756,Crash Service,-97.713255,03/11/2019 09:20:04 PM +0000
8033,78712,Crash Service,-97.746912,03/11/2019 09:45:06 PM +0000
8034,78748,COLLISION,-97.769665,03/11/2019 09:45:06 PM +0000
8035,78748,Crash Urgent,-97.784814,03/11/2019 10:15:05 PM +0000
8076,78728,Traffic Hazard,-97.67817600000001,03/11/2019 02:50:07 PM +0000
8077,78712,Traffic Hazard,-97.714955,03/11/2019 03:05:03 PM +0000
8078,78729,Traffic Hazard,-97.819139,03/11/2019 05:30:05 PM +0000
8079,78712,Crash Urgent,-97.729339,03/11/2019 05:30:05 PM +0000
8080,78728,TRFC HAZD/ DEBRIS,-97.677193,03/11/2019 05:45:04 PM +0000
8081,78748,Traffic Hazard,-97.804799,03/11/2019 07:55:05 PM +0000
8082,78726,Crash Service,-97.84303299999999,03/11/2019 08:25:05 PM +0000
8083,78712,Crash Urgent,-97.74215,03/11/2019 10:05:04 PM +0000
8103,78729,Crash Urgent,-97.809037,03/11/2019 03:45:05 PM +0000
8104,78728,TRFC HAZD/ DEBRIS,-97.679662,03/11/2019 05:25:04 PM +0000
8105,78723,COLLISION,-97.62643,03/11/2019 08:40:05 PM +0000
8106,78701,Crash Urgent,-97.757307,03/11/2019 09:10:10 PM +0000
8107,78728,Crash Service,-97.673951,03/11/2019 10:00:06 PM +0000
8123,78757,Traffic Hazard,-97.726291,03/11/2019 03:15:07 PM +0000
8124,78751,Crash Urgent,-97.702237,03/11/2019 09:15:05 PM +0000
8125,78712,Traffic Hazard,-97.746245,03/11/2019 09:15:05 PM +0000
8126,78757,Traffic Hazard,-97.733788,03/11/2019 09:25:04 PM +0000
8145,78756,Traffic Hazard,-97.75029599999999,03/11/2019 03:50:05 PM +0000
8146,78701,Traffic Hazard,-97.689559,03/11/2019 09:45:06 PM +0000
8171,78712,Crash Urgent,-97.752145,03/11/2019 09:25:04 PM +0000
8172,78741,zSTALLED VEHICLE,-97.69125,03/11/2019 09:40:05 PM +0000
8173,78729,Traffic Hazard,-97.803397,03/11/2019 10:15:05 PM +0000
8213,78741,Crash Urgent,-97.792389,03/11/2019 09:30:05 PM +0000
8214,78728,COLLISN/ LVNG SCN,-97.687935,03/11/2019 09:30:05 PM +0000
8282,78749,Crash Urgent,-97.832029,03/11/2019 09:50:05 PM +0000
8283,78728,COLLISION,-97.596807,03/11/2019 10:40:05 PM +0000
8284,78749,Crash Urgent,-97.83349399999999,03/11/2019 11:10:04 PM +0000
8310,78729,Traffic Hazard,-97.74575899999999,03/11/2019 10:25:04 PM +0000
8311,78712,Traffic Hazard,-97.759777,03/11/2019 10:30:04 PM +0000
8312,78741,Crash Urgent,-97.687638,03/11/2019 10:50:04 PM +0000
8329,78703,Traffic Hazard,-97.804971,03/11/2019 10:15:05 PM +0000
8330,78751,zSTALLED VEHICLE,-97.69804599999999,03/11/2019 10:20:04 PM +0000
8331,78754,TRFC HAZD/ DEBRIS,-97.52479699999999,03/11/2019 10:20:04 PM +0000
8332,78728,COLLISION,-97.667622,03/11/2019 10:25:04 PM +0000
8333,78705,TRFC HAZD/ DEBRIS,-97.81211400000001,03/11/2019 10:30:04 PM +0000
8334,78712,Crash Service,-97.75777,03/11/2019 10:45:04 PM +0000
8335,78749,Crash Service,-97.83848499999999,03/11/2019 11:10:04 PM +0000
8360,78741,COLLISN/ LVNG SCN,-97.68842,03/11/2019 10:35:03 PM +0000
8361,78701,Traffic Hazard,-97.717469,03/11/2019 10:50:04 PM +0000
8382,78701,Crash Service,-97.71466600000001,03/11/2019 10:55:04 PM +0000
8383,78751,Crash Service,-97.717596,03/11/2019 11:15:05 PM +0000
8402,78757,Traffic Hazard,-97.714011,03/11/2019 10:40:05 PM +0000
8403,78712,Crash Service,-97.713391,03/11/2019 11:15:05 PM +0000
8404,78745,Traffic Hazard,-97.826164,03/12/2019 12:05:03 AM +0000
8405,78748,Crash Urgent,-97.80772900000001,03/12/2019 12:55:04 AM +0000
8406,78712,Traffic Hazard,-97.735304,03/12/2019 01:05:04 AM +0000
8407,78747,COLLISION WITH INJURY,-97.674465,03/12/2019 01:15:04 AM +0000
8427,78712,Crash Urgent,-97.735003,03/11/2019 10:55:04 PM +0000
8428,78752,TRFC HAZD/ DEBRIS,-97.64872,03/11/2019 11:10:04 PM +0000
8429,78745,COLLISION,-97.818332,03/11/2019 11:10:04 PM +0000
8449,78701,zSTALLED VEHICLE,-97.77912099999999,03/11/2019 11:05:03 PM +0000
8450,78751,zSTALLED VEHICLE,-97.696814,03/11/2019 11:05:03 PM +0000
8451,78734,COLLISION,-98.053237,03/12/2019 12:25:04 AM +0000
8467,78742,Traffic Hazard,-97.68330300000001,03/11/2019 11:20:04 PM +0000
8468,78712,Crash Service,-97.753077,03/11/2019 11:55:04 PM +0000
8480,78701,COLLISION,-97.713178,03/11/2019 11:25:03 PM +0000
8481,78748,Crash Urgent,-97.80090600000001,03/12/2019 12:25:04 AM +0000
8506,78712,Traffic Hazard,-97.75371899999999,03/11/2019 11:20:04 PM +0000
8523,78712,Crash Service,-97.74893399999999,03/11/2019 11:30:05 PM +0000
8524,78733,COLLISION,-97.970063,03/11/2019 11:30:05 PM +0000
8544,78757,Traffic Hazard,-97.721789,03/11/2019 11:40:05 PM +0000
8545,78742,TRFC HAZD/ DEBRIS,-97.576617,03/12/2019 12:15:05 AM +0000
8546,78749,Crash Urgent,-97.831801,03/12/2019 01:25:04 AM +0000
8569,78701,Crash Service,-97.757724,03/12/2019 02:45:04 AM +0000
8584,78748,COLLISN/ LVNG SCN,-97.74919399999999,03/12/2019 12:15:05 AM +0000
8601,78729,Crash Urgent,-97.833268,03/12/2019 12:25:04 AM +0000
8602,78728,Crash Urgent,-97.702221,03/12/2019 01:05:04 AM +0000
8630,78728,zSTALLED VEHICLE,-97.69551,03/12/2019 12:25:04 AM +0000
8631,78748,Crash Service,-97.790575,03/12/2019 12:35:04 AM +0000
8632,78712,Traffic Hazard,-97.739261,03/12/2019 12:40:04 AM +0000
8633,78757,Crash Service,-97.69811,03/12/2019 02:35:05 AM +0000
8651,78747,TRFC HAZD/ DEBRIS,-97.695139,03/12/2019 12:25:04 AM +0000
8652,78742,TRFC HAZD/ DEBRIS,-97.578374,03/12/2019 02:45:04 AM +0000
8670,78742,LOOSE LIVESTOCK,-97.566952,03/12/2019 01:25:04 AM +0000
8671,78751,Crash Urgent,-97.70314300000001,03/12/2019 09:45:04 AM +0000
8672,78712,Crash Urgent,-97.72222099999999,03/12/2019 10:40:05 AM +0000
8690,78729,Traffic Hazard,-97.837536,03/12/2019 01:25:04 AM +0000
8691,78741,COLLISION,-97.69998299999999,03/12/2019 06:05:04 AM +0000
8692,78751,Crash Urgent,-97.701411,03/12/2019 08:00:06 AM +0000
8707,78749,Traffic Hazard,-97.88656800000001,03/12/2019 01:15:04 AM +0000
8708,78756,zSTALLED VEHICLE,-97.751706,03/12/2019 01:45:03 AM +0000
8709,78726,VEHICLE FIRE,-97.92929699999999,03/12/2019 02:05:04 AM +0000
8710,78712,Traffic Hazard,-97.70394499999999,03/12/2019 02:30:06 AM +0000
8711,78728,Traffic Hazard,-97.67931,03/12/2019 06:00:07 AM +0000
8712,78712,zSTALLED VEHICLE,-97.747284,03/12/2019 08:15:05 AM +0000
8732,78745,Traffic Hazard,-97.822396,03/12/2019 01:45:03 AM +0000
8733,78745,Traffic Hazard,-97.789838,03/12/2019 02:10:04 AM +0000
8734,78751,Traffic Hazard,-97.69152700000001,03/12/2019 06:00:07 AM +0000
8735,78754,TRFC HAZD/ DEBRIS,-97.563978,03/12/2019 08:00:06 AM +0000
8755,78748,Crash Urgent,-97.789771,03/12/2019 02:10:04 AM +0000
8756,78712,Crash Urgent,-97.714302,03/12/2019 06:40:04 AM +0000
8757,78712,Traffic Hazard,-97.737571,03/12/2019 09:15:04 AM +0000
8785,78729,Crash Service,-97.738871,03/12/2019 02:50:05 AM +0000
8786,78754,COLLISION,-97.537665,03/12/2019 11:55:04 AM +0000
8800,78726,VEHICLE FIRE,-97.92929699999999,03/12/2019 04:15:05 AM +0000
8801,78749,Crash Urgent,-97.8566,03/12/2019 10:55:04 AM +0000
8824,78712,Crash Urgent,-97.73598299999999,03/12/2019 02:30:06 AM +0000
8825,78745,Traffic Hazard,-97.789838,03/12/2019 02:30:06 AM +0000
8826,78748,Crash Urgent,-97.78527700000001,03/12/2019 10:30:05 AM +0000
8827,78747,COLLISION,-97.684283,03/12/2019 11:45:03 AM +0000
8844,78712,Traffic Hazard,-97.73279000000001,03/12/2019 03:25:04 AM +0000
8845,78712,Crash Urgent,-97.74522900000001,03/12/2019 03:05:04 PM +0000
8863,78712,Crash Urgent,-97.738949,03/12/2019 03:10:04 AM +0000
8864,78747,COLLISION,-97.684283,03/12/2019 01:00:07 PM +0000
8882,78728,TRFC HAZD/ DEBRIS,-97.671992,03/12/2019 03:40:04 AM +0000
8883,78712,Crash Urgent,-97.75545699999999,03/12/2019 11:35:05 AM +0000
8915,78728,COLLISN/ LVNG SCN,-97.674226,03/12/2019 03:35:04 AM +0000
8916,78701,Crash Service,-97.80418,03/12/2019 03:40:04 AM +0000
8917,78712,Crash Service,-97.754594,03/12/2019 11:35:05 AM +0000
8942,78751,Traffic Hazard,-97.665171,03/12/2019 04:10:03 AM +0000
8943,78701,Crash Urgent,-97.747587,03/12/2019 12:10:04 PM +0000
8944,78712,Crash Urgent,-97.727424,03/12/2019 12:30:06 PM +0000
8945,78757,Traffic Hazard,-97.746173,03/12/2019 12:40:04 PM +0000
8946,78712,Crash Urgent,-97.706374,03/12/2019 12:55:07 PM +0000
8963,78751,Crash Service,-97.682807,03/12/2019 12:30:06 PM +0000
8964,78703,TRFC HAZD/ DEBRIS,-97.846734,03/12/2019 12:40:04 PM +0000
8983,78741,Traffic Hazard,-97.767899,03/12/2019 11:45:03 AM +0000
9008,78745,Crash Urgent,-97.821134,03/12/2019 11:50:04 AM +0000
9009,78703,TRFC HAZD/ DEBRIS,-97.829398,03/12/2019 11:55:04 AM +0000
9010,78741,Traffic Hazard,-97.767899,03/12/2019 12:05:04 PM +0000
9011,78751,Traffic Hazard,-97.680121,03/12/2019 02:55:05 PM +0000
9012,78712,zSTALLED VEHICLE,-97.743685,03/12/2019 03:00:07 PM +0000
9013,78757,Crash Urgent,-97.74576400000001,03/12/2019 03:50:05 PM +0000
9029,78757,Crash Urgent,-97.720224,03/12/2019 01:10:04 PM +0000
9048,78742,Crash Service,-97.61731400000001,03/12/2019 12:35:05 PM +0000
9049,78729,Crash Urgent,-97.750856,03/12/2019 02:50:05 PM +0000
9061,78701,Crash Urgent,-97.712633,03/12/2019 02:25:05 PM +0000
9081,78742,Traffic Hazard,-97.64661,03/12/2019 01:40:06 PM +0000
9101,78712,Crash Urgent,-97.75095400000001,03/12/2019 02:20:04 PM +0000
9102,78728,Crash Urgent,-97.71453299999999,03/12/2019 04:20:04 PM +0000
9114,78723,Traffic Hazard,-97.64822,03/12/2019 12:35:05 PM +0000
9115,78741,Traffic Hazard,-97.70343299999999,03/12/2019 12:40:04 PM +0000
9116,78756,Crash Service,-97.756157,03/12/2019 02:25:05 PM +0000
9145,78712,Crash Service,-97.742813,03/12/2019 12:50:05 PM +0000
9146,78733,COLLISION,-98.007215,03/12/2019 01:50:05 PM +0000
9161,78748,Traffic Hazard,-97.833601,03/12/2019 12:40:04 PM +0000
9162,78749,Crash Service,-97.860298,03/12/2019 01:05:04 PM +0000
9163,78728,Crash Urgent,-97.650604,03/12/2019 01:45:04 PM +0000
9164,78741,Crash Urgent,-97.77552800000001,03/12/2019 02:05:04 PM +0000
9165,78752,Crash Service,-97.65644499999999,03/12/2019 03:55:04 PM +0000
9195,78723,Traffic Hazard,-97.64822,03/12/2019 01:00:07 PM +0000
9196,78754,COLLISION WITH INJURY,-97.510673,03/12/2019 01:45:04 PM +0000
9197,78728,Crash Urgent,-97.677652,03/12/2019 02:00:06 PM +0000
9198,78752,COLLISION,-97.639034,03/12/2019 02:00:06 PM +0000
9234,78712,zSTALLED VEHICLE,-97.742813,03/12/2019 02:05:04 PM +0000
9235,78751,Crash Urgent,-97.701819,03/12/2019 04:00:07 PM +0000
9236,78751,Crash Urgent,-97.705743,03/12/2019 04:15:05 PM +0000
9817,78721,Traffic Hazard,-97.664428,03/12/2019 01:15:05 PM +0000
9818,78723,Traffic Hazard,-97.622991,03/12/2019 01:45:04 PM +0000
9819,78756,Crash Service,-97.762562,03/12/2019 02:25:05 PM +0000
9820,78712,Crash Service,-97.718315,03/12/2019 02:30:06 PM +0000
9821,78728,Traffic Hazard,-97.652923,03/12/2019 03:00:07 PM +0000
9848,78745,TRFC HAZD/ DEBRIS,-97.818332,03/12/2019 01:25:04 PM +0000
9849,78751,Crash Urgent,-97.663126,03/12/2019 01:25:04 PM +0000
9873,78754,COLLISION,-97.538573,03/12/2019 01:25:04 PM +0000
9874,78729,COLLISION,-97.743907,03/12/2019 01:25:04 PM +0000
9875,78728,COLLISION,-97.667596,03/12/2019 01:55:04 PM +0000
9876,78751,Crash Service,-97.686716,03/12/2019 02:05:04 PM +0000
9890,78728,Crash Urgent,-97.71507,03/12/2019 01:25:04 PM +0000
9891,78701,Crash Service,-97.727776,03/12/2019 02:00:06 PM +0000
9892,78751,Traffic Hazard,-97.683222,03/12/2019 02:30:06 PM +0000
9912,78703,TRFC HAZD/ DEBRIS,-97.841259,03/12/2019 01:35:05 PM +0000
9913,78728,Crash Service,-97.67817600000001,03/12/2019 02:00:06 PM +0000
9914,78734,COLLISION,-98.06911600000001,03/12/2019 02:25:05 PM +0000
9997,78728,COLLISION,-97.667596,03/12/2019 01:45:04 PM +0000
9998,78723,Crash Urgent,-97.641566,03/12/2019 02:25:05 PM +0000
10077,78756,Traffic Hazard,-97.719166,03/12/2019 02:30:06 PM +0000
10095,78757,Crash Urgent,-97.75896800000001,03/12/2019 02:20:04 PM +0000
10096,78748,Crash Urgent,-97.802739,03/12/2019 03:20:04 PM +0000
10097,78701,Traffic Hazard,-97.819688,03/12/2019 03:25:03 PM +0000
10110,78712,zSTALLED VEHICLE,-97.709458,03/12/2019 02:00:06 PM +0000
10111,78734,COLLISION,-98.050174,03/12/2019 02:05:04 PM +0000
10112,78757,Crash Urgent,-97.758301,03/12/2019 03:35:04 PM +0000
10129,78712,Traffic Hazard,-97.747304,03/12/2019 02:25:05 PM +0000
10130,78728,COLLISION,-97.569512,03/12/2019 02:40:04 PM +0000
10131,78745,COLLISION,-97.818648,03/12/2019 02:40:04 PM +0000
10132,78730,COLLISION,-97.87763299999999,03/12/2019 02:55:05 PM +0000
10147,78712,zSTALLED VEHICLE,-97.735949,03/12/2019 02:25:05 PM +0000
10148,78712,Traffic Hazard,-97.747055,03/12/2019 03:00:07 PM +0000
10163,78757,Traffic Hazard,-97.741952,03/12/2019 03:00:07 PM +0000
10187,78728,Crash Service,-97.704371,03/12/2019 02:50:05 PM +0000
10188,78728,COLLISION,-97.70187299999999,03/12/2019 03:20:04 PM +0000
10189,78701,Crash Urgent,-97.723682,03/12/2019 03:55:04 PM +0000
10210,78712,Traffic Hazard,-97.719897,03/12/2019 03:00:07 PM +0000
10211,78729,Crash Service,-97.76465400000001,03/12/2019 03:15:05 PM +0000
10212,78712,Crash Urgent,-97.70032900000001,03/12/2019 03:40:05 PM +0000
10213,78728,Crash Urgent,-97.719617,03/12/2019 04:00:07 PM +0000
10214,78739,COLLISION,-97.983008,03/12/2019 04:10:04 PM +0000
10242,78741,Traffic Hazard,-97.774929,03/12/2019 03:15:05 PM +0000
10243,78754,COLLISN/ LVNG SCN,-97.546501,03/12/2019 03:25:03 PM +0000
10244,78757,Crash Urgent,-97.73230500000001,03/12/2019 04:40:03 PM +0000
10263,78712,Traffic Hazard,-97.758381,03/12/2019 03:40:05 PM +0000
10264,78749,Crash Urgent,-97.84228900000001,03/12/2019 03:45:04 PM +0000
10265,78701,COLLISION,-97.793877,03/12/2019 03:50:05 PM +0000
10266,78728,Crash Service,-97.720924,03/12/2019 04:00:07 PM +0000
10267,78728,Crash Urgent,-97.67817600000001,03/12/2019 04:00:07 PM +0000
10268,78701,Crash Urgent,-97.748984,03/12/2019 04:10:04 PM +0000
10269,78728,Crash Service,-97.720924,03/12/2019 04:10:04 PM +0000
10291,78734,COLLISION,-98.020342,03/12/2019 04:20:04 PM +0000
10308,78728,TRFC HAZD/ DEBRIS,-97.665638,03/12/2019 03:55:04 PM +0000
10309,78729,COLLISION,-97.79527,03/12/2019 04:55:04 PM +0000
10806,78754,COLLISION,-97.56319,03/12/2019 03:55:04 PM +0000
10826,78712,Crash Service,-97.77726700000001,03/12/2019 04:15:05 PM +0000
10827,78757,Crash Urgent,-97.728263,03/12/2019 06:10:08 PM +0000
10897,78756,Traffic Hazard,-97.726336,03/12/2019 03:50:05 PM +0000
10903,78757,Crash Urgent,-97.74313199999999,03/12/2019 03:55:04 PM +0000
10904,78726,COLLISION,-97.864327,03/12/2019 04:15:05 PM +0000
10905,78728,COLLISION,-97.66233299999999,03/12/2019 04:25:05 PM +0000
10906,78756,Traffic Hazard,-97.777117,03/12/2019 04:45:04 PM +0000
10907,78730,COLLISION,-97.831673,03/12/2019 05:00:07 PM +0000
10908,78701,Traffic Hazard,-97.81954300000001,03/12/2019 05:10:05 PM +0000
10909,78752,Crash Urgent,-97.613107,03/12/2019 06:45:05 PM +0000
10995,78757,Traffic Hazard,-97.708282,03/12/2019 04:25:05 PM +0000
11007,78749,Traffic Hazard,-97.83341999999999,03/12/2019 04:05:04 PM +0000
11008,78756,Traffic Hazard,-97.785424,03/12/2019 04:05:04 PM +0000
11033,78701,Traffic Hazard,-97.717244,03/12/2019 04:25:05 PM +0000
11034,78751,zSTALLED VEHICLE,-97.70737700000001,03/12/2019 07:30:06 PM +0000
11035,78751,Traffic Hazard,-97.700538,03/12/2019 08:05:05 PM +0000
11036,78701,Crash Urgent,-97.799531,03/12/2019 08:15:07 PM +0000
11050,78701,Traffic Hazard,-97.76070899999999,03/12/2019 04:15:05 PM +0000
11051,78701,COLLISION,-97.788101,03/12/2019 04:25:05 PM +0000
11052,78741,Traffic Hazard,-97.737324,03/12/2019 07:50:04 PM +0000
11053,78741,Crash Urgent,-97.7469,03/12/2019 07:55:03 PM +0000
11054,78748,LOOSE LIVESTOCK,-97.781538,03/12/2019 08:30:10 PM +0000
11055,78712,Crash Service,-97.731773,03/12/2019 08:50:06 PM +0000
11056,78701,Traffic Hazard,-97.777512,03/12/2019 09:00:11 PM +0000
11057,78756,Crash Service,-97.716875,03/12/2019 09:30:06 PM +0000
11058,78701,Crash Service,-97.785725,03/12/2019 11:05:04 PM +0000
11059,78728,Crash Urgent,-97.67456700000001,03/12/2019 11:20:05 PM +0000
11079,78712,Traffic Hazard,-97.743668,03/12/2019 05:05:05 PM +0000
11080,78745,TRFC HAZD/ DEBRIS,-97.82033,03/12/2019 07:45:04 PM +0000
11081,78748,Crash Urgent,-97.78788,03/12/2019 08:20:06 PM +0000
11082,78751,zSTALLED VEHICLE,-97.706085,03/12/2019 08:30:10 PM +0000
11083,78712,Traffic Hazard,-97.735784,03/12/2019 09:00:11 PM +0000
11084,78701,Crash Service,-97.792953,03/12/2019 09:10:05 PM +0000
11085,78701,Traffic Hazard,-97.769947,03/12/2019 09:10:05 PM +0000
11086,78757,Traffic Hazard,-97.765222,03/12/2019 09:10:05 PM +0000
11087,78712,Traffic Hazard,-97.726138,03/12/2019 09:10:05 PM +0000
11088,78728,COLLISION,-97.68548,03/12/2019 09:55:03 PM +0000
11089,78712,Crash Service,-97.699368,03/13/2019 04:10:04 AM +0000
11128,78729,Traffic Hazard,-97.807254,03/12/2019 05:05:05 PM +0000
11129,78729,Traffic Hazard,-97.742349,03/12/2019 07:55:03 PM +0000
11130,78741,Crash Service,-97.690595,03/12/2019 07:55:03 PM +0000
11131,78712,Traffic Hazard,-97.735747,03/12/2019 09:10:05 PM +0000
11155,78730,COLLISION WITH INJURY,-97.884902,03/12/2019 05:15:05 PM +0000
11156,78701,Traffic Hazard,-97.763048,03/12/2019 08:10:04 PM +0000
11157,78712,Crash Urgent,-97.741685,03/12/2019 09:45:05 PM +0000
11158,78728,TRFC HAZD/ DEBRIS,-97.66799,03/12/2019 09:55:03 PM +0000
11159,78712,zSTALLED VEHICLE,-97.73791800000001,03/12/2019 10:40:05 PM +0000
11160,78729,Crash Urgent,-97.79881,03/12/2019 10:55:03 PM +0000
11161,78757,zSTALLED VEHICLE,-97.757517,03/13/2019 05:40:04 AM +0000
11162,78729,Crash Urgent,-97.76531,03/13/2019 05:55:03 AM +0000
11163,78712,Crash Service,-97.73791800000001,03/13/2019 07:15:06 AM +0000
11164,78712,COLLISION,-97.788884,03/13/2019 09:00:04 AM +0000
11178,78728,Traffic Hazard,-97.69722800000001,03/12/2019 05:00:07 PM +0000
11179,78749,Traffic Hazard,-97.830349,03/12/2019 05:05:05 PM +0000
11180,78756,Crash Service,-97.743112,03/12/2019 06:00:08 PM +0000
11181,78721,Crash Service,-97.681593,03/12/2019 08:30:10 PM +0000
11182,78741,Traffic Hazard,-97.767447,03/12/2019 09:45:05 PM +0000
11183,78757,zSTALLED VEHICLE,-97.735361,03/13/2019 05:55:03 AM +0000
11184,78752,Crash Service,-97.695842,03/13/2019 08:35:04 AM +0000
11185,78742,COLLISION,-97.529537,03/13/2019 10:25:03 AM +0000
11196,78745,TRFC HAZD/ DEBRIS,-97.815353,03/12/2019 04:55:04 PM +0000
11197,78751,Traffic Hazard,-97.70766,03/12/2019 08:20:06 PM +0000
11198,78756,Crash Service,-97.750241,03/12/2019 09:05:06 PM +0000
11199,78712,Traffic Hazard,-97.73791800000001,03/12/2019 10:05:03 PM +0000
11200,78712,Crash Service,-97.74260699999999,03/12/2019 10:15:05 PM +0000
11201,78728,Crash Urgent,-97.69644699999999,03/12/2019 10:50:04 PM +0000
11202,78701,Traffic Hazard,-97.7506,03/12/2019 11:05:04 PM +0000
11203,78741,Traffic Hazard,-97.701391,03/13/2019 10:25:03 AM +0000
11204,78734,TRFC HAZD/ DEBRIS,-98.042563,03/13/2019 10:30:05 AM +0000
11205,78712,Traffic Hazard,-97.77421700000001,03/13/2019 05:35:05 PM +0000
11206,78741,Crash Urgent,-97.70387099999999,03/13/2019 06:25:04 PM +0000
